Name;Age;Nat;Team;Game Played;Goal;Assist;Points;Plus Minus;Position1;Salary;TOI.GP;PIM;G.Bkhd;G.Dflct;G.Slap;G.Snap;G.Tip;G.Wrap;G.Wrst;S.Bkhd;S.Dflct;S.Slap;S.Snap;S.Tip;S.Wrap;S.Wrst;sDist;SA;Grit;iBLK;BLK.;iSCF;SF;SH.;SCA;FO.;X.FOT;dzFOW;dzFOL;nzFOW;nzFOL;ozFOW;ozFOL
Duncan Siemens;23;CAN;COL;3;0;0;0;-2;D;874125;12.3;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;77.5;NA;13;1;0.029;NA;NA;0;NA;0;0;0;0;0;0;0;0
Jakob Silfverberg;26;SWE;ANA;79;23;26;49;10;RW;3000000;18.5;20;3;0;3;4;2;1;10;15;0;25;31;15;6;135;28.9;NA;113;46;0.034;NA;NA;0.086;NA;0.143;0.005;0;0;0;1;1;5
Wayne Simmonds;28;CAN;PHI;82;31;23;54;-18;RW;4300000;18.9;122;5;1;1;6;6;0;12;18;5;7;52;25;2;115;26.4;NA;350;60;0.045;NA;NA;0.094;NA;0.471;0.01;0;0;1;1;7;8
Dominik Simon;22;CZE;PIT;2;0;1;1;-1;C;667500;13;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;15.5;NA;2;0;0;NA;NA;0.125;NA;0;0;0;0;0;0;0;0
Dillon Simpson;23;CAN;EDM;3;0;0;0;0;D;925000;10.9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;50;NA;7;2;0.074;NA;NA;0.077;NA;0;0;0;0;0;0;0;0
Colton Sissons;23;CAN;NSH;58;8;2;10;11;C;575000;11.1;12;1;0;0;1;1;0;5;6;1;4;2;4;1;24;22.2;NA;140;24;0.037;NA;NA;0.096;NA;0.5;0.624;91;97;67;58;34;37
Jack Skille;29;USA;VAN;55;5;4;9;0;RW;700000;8.8;12;0;0;0;1;0;0;4;8;2;6;4;0;0;53;29.3;NA;110;24;0.055;NA;NA;0.059;NA;1;0.005;0;0;1;0;1;0
Jeff Skinner;24;CAN;CAR;79;37;26;63;-3;LW;6000000;17.6;28;7;1;5;9;1;0;14;44;10;45;63;14;3;102;24.1;NA;89;28;0.024;NA;NA;0.101;NA;0.37;0.021;1;4;5;2;4;11
Brady Skjei;22;USA;NYR;80;5;34;39;11;D;925000;17.5;42;0;0;3;1;1;0;0;3;0;49;22;2;2;49;47.6;NA;258;69;0.06;NA;NA;0.113;NA;0;0.001;0;0;0;0;0;1
Jaccob Slavin;22;USA;CAR;82;5;29;34;23;D;742500;23.3;12;1;0;2;0;0;0;2;9;0;42;18;0;0;30;51.5;NA;208;161;0.096;NA;NA;0.095;NA;0;0;0;0;0;0;0;0
Anton Slepyshev;22;RUS;EDM;41;4;6;10;5;LW;925000;11.1;4;0;0;0;1;0;0;3;3;0;7;17;2;0;26;33.2;NA;83;15;0.034;NA;NA;0.061;NA;0.4;0.012;0;0;0;0;2;3
Ben Smith;28;USA;COL;40;2;2;4;-7;RW;675000;11.5;4;0;0;0;1;0;0;1;3;0;1;12;2;0;12;29.7;NA;74;41;0.071;NA;NA;0.052;NA;0.515;0.916;128;152;75;59;38;16
Brendan Smith;27;CAN;DET;51;3;6;9;1;D;3250000;19.2;63;1;0;2;0;0;0;0;1;0;26;11;0;0;24;50;NA;190;65;0.074;NA;NA;0.083;NA;0;0;0;0;0;0;0;0
C.J. Smith;22;USA;BUF;2;0;1;1;-1;LW;NA;11.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;29;NA;0;0;0;NA;NA;0.167;NA;0;0;0;0;0;0;0;0
Craig Smith;27;USA;NSH;78;12;17;29;7;RW;4000000;13.8;30;0;0;1;0;2;0;9;18;2;14;15;9;5;92;28.1;NA;139;16;0.018;NA;NA;0.078;NA;0.459;0.11;5;1;3;4;43;55
Gemel Smith;22;CAN;DAL;17;3;3;6;-1;C;670000;13.6;21;1;0;0;0;2;0;0;4;0;0;3;4;0;8;31.6;NA;34;6;0.024;NA;NA;0.072;NA;0.424;0.314;8;8;10;18;7;8
Reilly Smith;25;CAN;FLA;80;15;22;37;-13;RW;3500000;18.3;17;3;0;2;2;4;0;4;15;2;35;25;13;1;69;29.3;NA;127;34;0.028;NA;NA;0.075;NA;0.5;0.004;1;2;0;1;2;0
Trevor Smith;31;CAN;NSH;1;0;0;0;0;C;575000;7.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2;2;0.182;NA;NA;0;NA;0;0.727;0;2;0;3;0;3
Zack Smith;28;CAN;OTT;74;16;16;32;6;C;2350000;16.4;61;1;2;1;2;4;0;6;9;3;4;20;16;1;84;29.3;NA;240;38;0.031;NA;NA;0.073;NA;0.521;0.479;120;117;64;65;133;110
Devante Smith-Pelly;24;CAN;N.J;53;4;5;9;-19;RW;1250000;13.5;12;2;0;0;0;2;0;0;8;0;4;19;8;0;37;26.6;NA;138;32;0.044;NA;NA;0.04;NA;0.408;0.115;7;9;9;12;13;21
Vladimir Sobotka;29;CZE;STL;1;1;0;1;0;LW;2725000;16.7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;14.5;NA;0;0;0;NA;NA;0.091;NA;0.5;0.5;1;0;0;0;5;6
Carl Soderberg;31;SWE;COL;80;6;8;14;-26;C;4750000;13.4;22;0;0;1;2;0;0;3;16;0;2;8;7;1;94;32.5;NA;98;42;0.043;NA;NA;0.062;NA;0.52;0.726;131;134;133;118;101;85
Marcus Sorensen;24;SWE;S.J;19;1;3;4;-1;RW;NA;10.8;4;0;0;0;0;0;0;1;4;1;3;1;1;0;17;27.9;NA;25;6;0.031;NA;NA;0.051;NA;0.75;0.022;0;0;3;0;0;1
Nick Sorensen;22;DNK;ANA;5;0;1;1;-1;RW;925000;10.9;2;0;0;0;0;0;0;0;1;0;1;0;0;0;5;52;NA;7;3;0.061;NA;NA;0.032;NA;1;0.024;0;0;1;0;0;0
Nikita Soshnikov;23;RUS;TOR;56;5;4;9;1;RW;742500;10.8;16;2;0;0;2;0;0;1;9;0;1;33;2;1;24;32.6;NA;145;28;0.047;NA;NA;0.068;NA;0.118;0.031;1;1;0;8;1;6
Blake Speers;19;CAN;N.J;3;0;0;0;0;C;667500;9.5;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;44.7;NA;2;1;0.033;NA;NA;0;NA;0;0.091;0;1;0;1;0;0
Jason Spezza;33;CAN;DAL;68;15;35;50;-18;C;7500000;16.2;29;2;0;1;5;0;0;7;17;3;17;18;7;3;84;29.7;NA;74;31;0.032;NA;NA;0.116;NA;0.522;0.591;81;105;101;89;172;130
Ryan Spooner;24;CAN;BOS;78;12;28;39;-8;C;1100000;14.1;14;0;1;2;3;1;0;5;15;2;13;37;4;1;74;32.3;NA;55;17;0.021;NA;NA;0.093;NA;0.389;0.194;8;11;41;61;30;51
Ryan Sproul;23;CAN;DET;27;1;6;7;-8;D;600000;15.1;6;0;0;0;0;0;0;1;0;0;24;5;2;1;14;50.3;NA;32;14;0.041;NA;NA;0.071;NA;0;0;0;0;0;0;0;0
Jared Spurgeon;27;CAN;MIN;76;10;28;38;33;D;4250000;24;20;1;2;1;0;0;0;6;6;4;47;13;1;0;73;45.1;NA;209;140;0.084;NA;NA;0.102;NA;0;0;0;0;0;0;0;0
Eric Staal;32;CAN;MIN;82;28;37;65;17;C;3500000;18.6;34;3;0;3;2;2;0;18;22;5;15;21;7;2;139;28.9;NA;115;39;0.029;NA;NA;0.102;NA;0.491;0.791;156;199;208;201;213;197
Jordan Staal;28;CAN;CAR;75;16;29;45;-1;C;6000000;18.6;38;0;1;0;5;1;1;8;13;2;0;50;15;4;80;24;NA;208;29;0.026;NA;NA;0.089;NA;0.591;0.792;231;161;236;181;221;135
Marc Staal;29;CAN;NYR;72;3;7;10;9;D;6000000;19.2;34;0;0;1;1;0;0;1;0;0;11;10;2;0;47;50.2;NA;220;97;0.069;NA;NA;0.091;NA;0;0.001;0;0;0;1;0;0
Drew Stafford;31;USA;BOS;58;8;13;21;6;RW;4350000;13.6;24;1;0;0;0;0;2;5;10;1;6;9;5;3;75;30.5;NA;89;3;0.005;NA;NA;0.096;NA;0.318;0.028;2;2;1;3;3;10
Matt Stajan;33;CAN;CGY;81;6;17;23;3;C;3000000;12.7;40;0;0;0;1;4;0;1;4;0;6;4;12;0;33;25.6;NA;139;39;0.04;NA;NA;0.08;NA;0.501;0.851;170;188;147;120;68;75
Viktor Stalberg;30;SWE;CAR;75;11;5;16;-9;LW;1500000;12.2;41;1;0;0;4;1;0;5;6;0;4;30;7;2;52;31;NA;211;28;0.033;NA;NA;0.06;NA;0;0.004;0;1;0;1;0;1
Steven Stamkos;26;CAN;T.B;17;9;11;20;3;C;9500000;17.8;14;0;0;3;1;2;0;3;3;0;22;6;4;0;23;29.3;NA;38;3;0.014;NA;NA;0.133;NA;0.535;0.66;33;29;37;35;36;28
Paul Stastny;31;USA;STL;66;18;22;40;4;C;7000000;19.1;36;1;1;0;0;6;0;10;15;3;1;9;15;1;68;21.2;NA;122;35;0.033;NA;NA;0.109;NA;0.557;0.983;285;244;250;160;251;220
Troy Stecher;22;CAN;VAN;71;3;21;24;-16;D;925000;19.9;25;0;0;1;0;0;0;2;3;0;42;12;1;0;67;50.8;NA;143;66;0.057;NA;NA;0.085;NA;0;0;0;0;0;0;0;0
Alex Steen;32;SWE;STL;76;16;35;51;-2;LW;6500000;19.3;53;0;0;3;2;1;0;10;10;0;25;7;12;0;63;30.3;NA;156;69;0.054;NA;NA;0.111;NA;0.409;0.142;32;43;39;47;30;56
Lee Stempniak;33;USA;CAR;82;16;24;40;2;RW;2500000;15.8;32;1;2;0;5;0;0;8;15;4;6;39;5;0;62;26.1;NA;161;16;0.015;NA;NA;0.103;NA;0.375;0.007;0;1;0;2;3;2
Derek Stepan;26;USA;NYR;81;17;38;55;19;C;8000000;18.6;16;2;0;3;2;3;1;6;17;1;17;37;12;1;124;34.2;NA;87;45;0.035;NA;NA;0.096;NA;0.47;0.932;244;250;209;250;263;305
Chandler Stephenson;22;CAN;WSH;4;0;0;0;0;C;842500;8.9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;17.7;NA;0;0;0;NA;NA;0;NA;0.48;0.833;7;6;2;3;3;4
Chris Stewart;29;CAN;MIN;79;13;8;21;3;RW;1200000;10.4;94;2;1;0;1;1;0;8;12;2;3;7;5;0;53;25.8;NA;208;19;0.023;NA;NA;0.086;NA;0.182;0.016;0;0;0;1;2;8
Karl Stollery;29;CAN;N.J;11;0;3;3;-5;D;575000;16.9;13;0;0;0;0;0;0;0;0;0;6;4;0;0;1;56.3;NA;56;16;0.111;NA;NA;0.088;NA;0;0;0;0;0;0;0;0
Mark Stone;24;CAN;OTT;71;22;32;54;12;RW;3750000;18.5;25;3;0;3;2;1;2;11;16;2;13;21;10;3;69;28;NA;122;53;0.053;NA;NA;0.105;NA;0.4;0.018;1;0;1;2;8;13
Michael Stone;26;CAN;ARI;64;3;12;15;0;D;4000000;19.8;32;0;0;1;0;0;0;2;0;0;46;7;0;0;28;52.8;NA;300;143;0.107;NA;NA;0.085;NA;1;0.001;0;0;1;0;0;0
Clayton Stoner;31;CAN;ANA;14;1;2;3;0;D;3250000;17.5;28;0;0;0;0;0;0;1;0;0;10;4;0;0;2;47.8;NA;82;17;0.077;NA;NA;0.045;NA;0;0;0;0;0;0;0;0
Brian Strait;28;USA;WPG;5;0;2;2;-1;D;600000;15.9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;39.7;NA;13;8;0.09;NA;NA;0.143;NA;0;0;0;0;0;0;0;0
Anton Stralman;30;SWE;T.B;73;5;17;22;1;D;4500000;22.9;20;0;0;0;0;0;0;5;7;0;40;5;2;0;76;48.9;NA;222;96;0.063;NA;NA;0.088;NA;0;0;0;0;0;0;0;0
Ben Street;29;CAN;DET;6;0;1;1;1;C;600000;8.2;0;0;0;0;0;0;0;0;1;0;1;1;1;0;4;33.4;NA;3;0;0;NA;NA;0.032;NA;0;0;0;0;0;0;0;0
Mark Streit;39;CHE;PHI;68;6;21;27;-12;D;4000000;18.7;28;0;0;2;0;0;0;4;3;0;47;18;2;0;44;48.4;NA;158;92;0.084;NA;NA;0.075;NA;0;0;0;0;0;0;0;0
Dylan Strome;19;CAN;ARI;7;0;1;1;-5;C;925000;13.7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;30.5;NA;5;2;0.02;NA;NA;0.037;NA;0.403;0.951;6;5;15;15;10;26
Ryan Strome;23;CAN;NYI;69;13;17;30;-8;RW;2000000;14.6;40;0;0;1;1;0;0;11;5;1;9;20;10;0;69;29.8;NA;122;21;0.024;NA;NA;0.082;NA;0.427;0.373;54;69;45;71;48;57
Mark Stuart;32;USA;WPG;42;2;2;4;4;D;2700000;12.3;27;0;0;0;0;0;0;2;0;0;9;5;0;0;10;53.8;NA;175;79;0.123;NA;NA;0.074;NA;0;0;0;0;0;0;0;0
P.K. Subban;27;CAN;NSH;66;10;30;40;-8;D;11000000;24.4;44;0;0;7;0;0;0;3;4;3;83;11;0;0;41;58.3;NA;228;104;0.078;NA;NA;0.089;NA;0;0;0;0;0;0;0;0
Oskar Sundqvist;22;SWE;PIT;10;0;0;0;-4;C;792500;9.2;2;0;0;0;0;0;0;0;2;1;0;1;0;0;5;31.9;NA;17;2;0.021;NA;NA;0.059;NA;0.364;0.629;5;12;7;8;4;8
Andrej Sustr;26;CZE;T.B;80;3;11;14;-10;D;1600000;17.6;43;0;0;0;0;0;0;3;2;0;24;10;2;1;54;49.3;NA;191;102;0.072;NA;NA;0.065;NA;0;0.001;0;0;0;0;0;1
Ryan Suter;31;USA;MIN;82;9;31;40;34;D;9000000;26.9;36;0;1;3;1;0;0;4;10;3;38;19;1;0;93;48;NA;213;105;0.052;NA;NA;0.102;NA;0;0;0;0;0;0;0;0
Brandon Sutter;27;CAN;VAN;81;17;17;34;-20;C;4250000;18.8;12;2;1;1;1;2;0;10;18;8;7;11;4;3;109;28.4;NA;143;53;0.039;NA;NA;0.075;NA;0.543;0.857;331;264;206;213;251;187
Evgeny Svechnikov;20;RUS;DET;2;0;0;0;0;RW;925000;13.1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;22;NA;3;1;0.05;NA;NA;0;NA;0;0;0;0;0;0;0;0
Brandon Tanev;25;CAN;WPG;51;2;2;4;-6;LW;874125;10.6;26;0;0;0;0;0;0;2;5;3;0;6;1;2;37;31.2;NA;187;31;0.055;NA;NA;0.051;NA;1;0.002;0;0;1;0;0;0
Chris Tanev;27;CAN;VAN;53;2;8;10;3;D;3500000;20.3;14;0;1;0;0;0;0;1;2;1;9;1;0;0;26;55.5;NA;124;91;0.088;NA;NA;0.088;NA;0;0;0;0;0;0;0;0
Vladimir Tarasenko;25;RUS;STL;82;39;36;75;-1;RW;8000000;18.4;12;2;0;1;5;1;0;30;12;2;11;42;5;0;214;29.3;NA;93;31;0.026;NA;NA;0.11;NA;0.5;0.006;0;0;2;1;3;4
Tomas Tatar;26;SVK;DET;82;25;21;46;-8;LW;2750000;17.2;26;1;1;0;5;0;0;18;9;5;16;39;6;1;90;26.8;NA;142;24;0.023;NA;NA;0.101;NA;0.615;0.009;1;1;2;1;5;3
John Tavares;26;CAN;NYI;77;28;38;66;4;C;6000000;20.4;38;1;1;1;8;1;0;16;23;5;15;48;20;2;147;27;NA;100;20;0.015;NA;NA;0.101;NA;0.506;0.99;197;210;212;237;415;357
Matt Tennyson;26;USA;CAR;45;0;6;6;-13;D;675000;13.3;6;0;0;0;0;0;0;0;0;0;6;13;2;0;15;50.3;NA;119;48;0.082;NA;NA;0.079;NA;0;0;0;0;0;0;0;0
Teuvo Teravainen;22;FIN;CAR;81;15;27;42;-6;LW;832500;16.1;16;0;2;2;4;2;0;5;7;3;29;43;10;1;76;33;NA;76;33;0.035;NA;NA;0.084;NA;0.467;0.357;42;48;73;82;78;90
Chris Terry;27;CAN;MTL;14;2;2;4;-1;LW;600000;9.9;4;0;0;0;0;0;0;2;4;0;1;0;1;0;9;23.3;NA;15;1;0.01;NA;NA;0.068;NA;0.5;0.018;0;0;0;0;1;1
Shea Theodore;21;CAN;ANA;34;2;7;9;-6;D;832500;17.3;28;0;0;0;0;0;0;2;1;0;11;3;0;1;44;42.1;NA;72;30;0.059;NA;NA;0.085;NA;0;0;0;0;0;0;0;0
Nate Thompson;32;USA;ANA;30;1;1;2;4;C;1700000;10.4;14;0;0;0;0;1;0;0;4;0;0;2;3;1;9;25.7;NA;94;9;0.027;NA;NA;0.062;NA;0.531;0.766;46;50;50;30;34;35
Paul Thompson;28;USA;FLA;21;0;3;3;-4;RW;575000;7.9;22;0;0;0;0;0;0;0;1;0;0;3;2;0;13;40.3;NA;88;16;0.085;NA;NA;0.062;NA;0;0.008;0;0;0;0;0;1
Ben Thomson;23;CAN;N.J;3;0;0;0;-4;LW;635000;10.9;4;0;0;0;0;0;0;0;0;0;0;2;1;0;4;20.1;NA;12;1;0.043;NA;NA;0;NA;0;0.043;0;1;0;0;0;0
Chris Thorburn;33;CAN;WPG;64;3;1;4;-7;RW;1200000;6.9;95;0;0;0;2;0;0;1;6;0;6;5;0;0;19;33.5;NA;223;25;0.058;NA;NA;0.061;NA;0.5;0.072;0;0;3;5;10;8
Joe Thornton;37;CAN;S.J;79;7;43;50;7;C;6750000;18.1;51;0;0;0;0;1;0;5;6;2;17;5;4;0;47;31.4;NA;135;31;0.028;NA;NA;0.101;NA;0.509;0.473;91;95;133;111;151;155
Shawn Thornton;39;CAN;FLA;50;2;2;4;-7;LW;NA;7.7;67;0;0;0;0;0;0;2;7;1;7;6;2;0;19;35;NA;132;8;0.021;NA;NA;0.039;NA;0.333;0.05;0;1;2;5;3;4
Chris Tierney;22;CAN;S.J;80;11;12;23;0;C;700000;14.6;6;0;1;1;1;0;0;8;13;7;7;7;7;1;48;26.1;NA;100;44;0.037;NA;NA;0.078;NA;0.485;0.767;141;153;162;165;98;107
Matthew Tkachuk;19;USA;CGY;76;13;35;48;14;LW;925000;14.6;105;2;0;0;0;6;0;5;15;2;4;9;20;1;91;25.4;NA;195;22;0.026;NA;NA;0.103;NA;0.348;0.021;3;2;2;4;2;9
Jonathan Toews;28;CAN;CHI;72;21;37;58;7;C;13800000;20.1;35;3;0;1;0;3;0;14;17;0;18;19;11;5;129;25;NA;111;32;0.025;NA;NA;0.1;NA;0.549;0.984;256;224;265;220;331;256
Tyler Toffoli;24;CAN;L.A;63;16;18;34;6;C;3900000;16.6;22;0;0;2;2;2;0;10;20;1;20;24;10;1;89;29.2;NA;80;4;0.005;NA;NA;0.085;NA;0.4;0.004;0;0;1;0;1;3
Sergey Tolchinsky;21;RUS;CAR;2;0;1;1;0;LW;575000;11.5;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;32.5;NA;0;0;0;NA;NA;0.056;NA;0;0;0;0;0;0;0;0
Jordin Tootoo;33;CAN;CHI;50;2;1;3;-6;RW;750000;6.7;28;0;0;0;0;0;0;2;2;0;4;10;1;0;26;26.2;NA;92;8;0.025;NA;NA;0.032;NA;1;0.003;0;0;1;0;0;0
Vincent Trocheck;23;USA;FLA;82;23;31;54;-13;C;3750000;20.8;43;0;0;5;5;1;0;12;22;1;37;54;14;1;101;31;NA;259;51;0.036;NA;NA;0.082;NA;0.502;0.912;293;300;267;243;275;286
Corey Tropp;27;USA;ANA;1;0;0;0;-1;RW;600000;9.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2;0;0;NA;NA;0;NA;0;0;0;0;0;0;0;0
Jacob Trouba;22;USA;WPG;60;8;25;33;4;D;2500000;24.8;54;0;0;4;1;0;0;3;6;1;63;11;1;0;72;46.4;NA;281;118;0.082;NA;NA;0.096;NA;0;0;0;0;0;0;0;0
Nikita Tryamkin;22;RUS;VAN;66;2;7;9;-7;D;925000;16.7;64;0;0;1;0;0;0;1;0;2;14;5;0;0;44;51.4;NA;298;87;0.081;NA;NA;0.064;NA;0;0;0;0;0;0;0;0
Alex Tuch;20;USA;MIN;6;0;0;0;-3;RW;925000;10.7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;7;22.4;NA;12;7;0.109;NA;NA;0.029;NA;0;0;0;0;0;0;0;0
Kyle Turris;27;CAN;OTT;78;27;28;55;-3;C;4000000;19.5;47;1;0;5;7;1;1;12;12;1;44;38;5;3;82;33.4;NA;130;61;0.044;NA;NA;0.09;NA;0.531;0.819;198;163;197;173;255;239
T.J. Tynan;24;USA;CBJ;3;0;0;0;-1;C;600000;7.5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;23.3;NA;2;1;0.048;NA;NA;0;NA;0;0;0;0;0;0;0;0
Fedor Tyutin;33;RUS;COL;69;1;12;13;-25;D;2000000;18.9;38;0;0;0;0;0;0;1;1;0;19;9;0;0;17;56.8;NA;244;90;0.07;NA;NA;0.07;NA;0;0;0;0;0;0;0;0
Scottie Upshall;33;CAN;STL;73;10;8;18;-1;RW;900000;11;45;1;0;1;0;1;0;6;3;2;3;9;4;0;64;31.5;NA;166;21;0.026;NA;NA;0.085;NA;0.25;0.017;1;3;0;4;2;2
James van Riemsdyk;27;USA;TOR;82;29;33;62;-2;LW;5000000;15.8;37;6;0;1;8;3;0;11;37;1;9;65;35;4;87;26.4;NA;129;29;0.026;NA;NA;0.108;NA;0.2;0.004;1;1;0;0;0;3
Trevor van Riemsdyk;25;USA;CHI;58;5;11;16;17;D;750000;18.4;29;1;0;2;0;0;0;2;3;1;38;6;2;0;23;44.3;NA;152;100;0.101;NA;NA;0.102;NA;0;0;0;0;0;0;0;0
Chris VandeVelde;29;USA;PHI;81;6;9;15;-5;C;725000;11.6;16;1;2;0;1;1;0;1;8;7;1;15;5;2;31;31.7;NA;190;60;0.059;NA;NA;0.058;NA;0.524;0.057;4;7;8;7;10;6
Thomas Vanek;32;AUT;DET;68;17;31;48;-5;LW;2600000;14.4;22;1;2;1;3;3;0;7;7;6;20;19;18;2;61;27.1;NA;56;5;0.006;NA;NA;0.107;NA;0.4;0.016;0;0;0;3;6;6
Phil Varone;26;CAN;OTT;7;0;0;0;-3;C;700000;8;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9;NA;6;1;0.018;NA;NA;0;NA;0.556;0.563;5;1;4;6;6;5
Sami Vatanen;25;FIN;ANA;71;3;21;24;3;D;5000000;21.6;30;0;0;2;0;0;0;1;2;0;55;14;2;1;43;48.4;NA;233;128;0.088;NA;NA;0.094;NA;0;0;0;0;0;0;0;0
Frank Vatrano;22;USA;BOS;44;10;8;18;-3;C;792500;13.4;14;0;1;2;1;0;0;6;5;1;13;29;3;0;65;37;NA;81;16;0.038;NA;NA;0.071;NA;0.286;0.012;0;0;0;2;2;3
Mike Vecchione;23;USA;PHI;2;0;0;0;-1;C;925000;8.5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;20;NA;2;1;0.077;NA;NA;0;NA;0.667;1;3;0;3;1;2;3
Antoine Vermette;34;CAN;ANA;72;9;19;28;-7;C;1750000;15.9;42;0;0;1;1;3;0;4;10;1;13;6;12;0;46;28.5;NA;138;45;0.043;NA;NA;0.085;NA;0.623;0.897;330;187;167;115;247;149
Joel Vermin;24;CHE;T.B;18;0;3;3;2;RW;575000;10.9;4;0;0;0;0;0;0;0;0;0;1;1;1;0;9;23.6;NA;28;7;0.034;NA;NA;0.073;NA;0.667;0.015;1;1;0;0;1;0
Kris Versteeg;30;CAN;CGY;69;15;22;37;-3;RW;950000;14.7;46;2;0;7;1;0;0;5;12;0;26;18;5;0;75;35.3;NA;81;28;0.035;NA;NA;0.095;NA;0.52;0.099;4;2;7;4;42;43
Jimmy Vesey;23;USA;NYR;80;16;11;27;-13;LW;925000;13.6;26;3;0;0;3;2;0;8;18;0;2;22;9;0;65;21.9;NA;129;37;0.038;NA;NA;0.091;NA;0.286;0.007;1;0;1;3;0;2
Linden Vey;25;CAN;CGY;4;0;0;0;-2;RW;700000;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;NA;1;0;0;NA;NA;0;NA;0.375;0.558;1;3;5;10;3;2
Jake Virtanen;20;CAN;VAN;10;0;1;1;1;RW;925000;10.1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;12;32.5;NA;23;4;0.044;NA;NA;0.031;NA;1;0.026;0;0;1;0;2;0
Marc-Edouard Vlasic;29;CAN;S.J;75;6;22;28;4;D;4250000;21.1;35;0;1;1;1;0;0;3;5;1;41;20;0;0;77;50.5;NA;200;146;0.095;NA;NA;0.092;NA;0;0;0;0;0;0;0;0
Jakub Voracek;27;CZE;PHI;82;20;41;61;-24;RW;10000000;19;56;1;2;3;4;2;0;8;15;3;61;78;6;5;85;35.6;NA;110;22;0.018;NA;NA;0.089;NA;0.214;0.008;0;1;2;4;1;6
Jakub Vrana;20;CZE;WSH;21;3;3;6;2;LW;925000;11.1;2;0;0;0;1;2;0;0;3;0;4;2;7;0;16;21;NA;15;7;0.039;NA;NA;0.067;NA;0;0.017;0;0;0;0;0;3
Radim Vrbata;35;CZE;ARI;81;20;35;55;-18;RW;1000000;16.9;16;1;0;4;2;3;0;10;8;0;56;20;9;0;140;37.1;NA;95;31;0.026;NA;NA;0.097;NA;0.362;0.032;2;3;1;7;14;20
Chris Wagner;25;USA;ANA;43;6;1;7;2;C;625000;9.4;6;1;0;0;2;2;0;1;3;2;7;6;6;0;16;27.6;NA;142;24;0.061;NA;NA;0.071;NA;0.419;0.411;13;26;27;40;22;20
Lucas Wallmark;21;SWE;CAR;8;0;2;2;1;C;675000;10.5;2;0;0;0;0;0;0;0;1;0;0;1;2;0;7;27.4;NA;19;3;0.04;NA;NA;0.075;NA;0.534;0.879;4;8;14;12;13;7
Joel Ward;36;CAN;S.J;78;10;19;29;-2;RW;3275000;15.9;30;0;2;1;1;3;0;3;8;14;13;11;11;1;47;25.1;NA;147;56;0.047;NA;NA;0.08;NA;0.489;0.385;100;123;34;34;89;76
David Warsofsky;26;USA;PIT;7;0;1;1;-3;D;575000;15.7;6;0;0;0;0;0;0;0;0;0;5;1;0;0;8;65.8;NA;21;12;0.099;NA;NA;0.077;NA;0;0;0;0;0;0;0;0
Austin Watson;24;USA;NSH;77;5;12;17;14;LW;575000;12.4;99;1;0;0;0;1;0;3;9;0;11;6;5;1;58;32;NA;321;66;0.067;NA;NA;0.085;NA;0.405;0.043;4;11;10;6;3;8
Jordan Weal;24;CAN;PHI;23;8;4;12;5;C;650000;14.3;10;0;0;0;2;2;0;4;9;1;5;8;4;0;22;21.3;NA;25;8;0.031;NA;NA;0.073;NA;0.5;0.093;0;0;1;0;13;14
Shea Weber;31;CAN;MTL;78;17;25;42;20;D;12000000;25;38;0;1;12;2;0;0;2;1;1;89;21;0;0;71;57.6;NA;335;157;0.089;NA;NA;0.091;NA;0;0;0;0;0;0;0;0
Yannick Weber;28;CHE;NSH;73;1;7;8;1;D;575000;11.9;25;0;0;0;0;0;0;1;3;0;11;8;0;0;50;48;NA;151;53;0.063;NA;NA;0.083;NA;0;0;0;0;0;0;0;0
Mackenzie Weegar;22;CAN;FLA;3;0;0;0;0;D;705000;17.4;4;0;0;0;0;0;0;0;0;0;2;0;0;0;1;46;NA;9;1;0.029;NA;NA;0.08;NA;0;0;0;0;0;0;0;0
Dale Weise;28;CAN;PHI;64;8;7;15;1;RW;2750000;12.9;39;1;0;0;4;1;0;2;16;1;4;29;6;3;35;27.6;NA;201;24;0.037;NA;NA;0.078;NA;1;0.004;0;0;0;0;3;0
Alex Wennberg;22;SWE;CBJ;80;13;46;59;9;C;925000;18.4;21;2;1;1;0;2;0;7;7;1;6;24;4;0;67;30.8;NA;136;56;0.048;NA;NA;0.104;NA;0.474;0.864;148;169;211;235;250;272
